Unnamed: 0,speaker,sentence,dialect,dialect_norm
swissdial,218,"wenn du no länger wartisch, chomech ine ond hole dech, hed de adam gseit.",ch_lu,LU
swissdial,219,sie het sech d seel usem liib brüelet.,ch_lu,LU
swissdial,220,ech ha nomol kehrt ond ha zom dorf gluegt.,ch_lu,LU
swissdial,221,aber är hed au ned wedersproche.,ch_lu,LU
swissdial,222,"liebe kolleg, mäldet sech di orgelndi bassstemm vom profässer goutiere z wort, erlaubed sie, dass ech ehne wederspreche.",ch_lu,LU
swissdial,223,"ond jetzt, kamerad, weles schreckleche gheimnis wetsch mer avertroue?",ch_lu,LU
swissdial,224,"ech ha metere diskutiert, ghaderet ond gstrette, aber sie esch hartnäckig blebe.",ch_lu,LU
swissdial,225,sie hed ne verresse ond hed d schneppsel i gösel gheit.,ch_lu,LU
swissdial,226,ech ha bestemmt drü kilo zuegnoh.,ch_lu,LU
swissdial,227,es gheit mer grad us de hand.,ch_lu,LU
swissdial,228,du heschmer damals alles ewäg gässe.,ch_lu,LU
swissdial,229,"ech säge, dass du för sie gwöscht hesch.",ch_lu,LU
swissdial,230,"vermuetlech us dem grond, esch kei abbeldig vo ehm öberleferet.",ch_lu,LU
swissdial,231,de bahnhof esch absits vom ort em wald gläge.,ch_lu,LU
swissdial,232,öber de bärge geds quellwolke ond ab ond zue räge oder gwetter.,ch_lu,LU
swissdial,233,am mäntig trüeb ond nass.,ch_lu,LU
swissdial,234,starche föhn.,ch_lu,LU
swissdial,235,vorallem am samstig geds ide bärge lokal räge.,ch_lu,LU
swissdial,236,"grad em früehlig, esch wäg de intensive sonneistrahlig s lavinerisiko grösser.",ch_lu,LU
swissdial,237,i de letzte täg eschs emmer weder zo starchem räge ond sogar wentergwetter cho.,ch_lu,LU
swissdial,238,am mäntig sonne aber au chli näbel.,ch_lu,LU
swissdial,239,"de himmel gelt als bewölkt, wenn öber 70 prozänt vode hemmelflächi met wolke bedeckt esch.",ch_lu,LU
swissdial,240,höt nomitag wächsled sech d sonne ond donkli quellwolke ab.,ch_lu,LU
swissdial,241,am donnstig rägnets ab ond zue.,ch_lu,LU
swissdial,242,"am zistig wächsled sech sonne, wolke ond räge ab.",ch_lu,LU
swissdial,243,"am tag nor no lokal rägegöss ond meistens nor chorzi, dezwösche sonnigi abschnett.",ch_lu,LU
swissdial,244,"am morge früeh -9 grad, döre tag döre 12 grad.",ch_lu,LU
swissdial,245,"am morge früeh 9 grad, höchsstemperatur 23 grad.",ch_lu,LU
swissdial,246,uf 2000 meter 10 grad.,ch_lu,LU
swissdial,247,"""ech go devo us, dass gröberi handelschrieg wärded usbräche.""",ch_lu,LU
swissdial,248,kei uswerkige hed d teilprivatisierig ufs internationale gschäft.,ch_lu,LU
swissdial,249,ide drü letztgnennte länder esch d teilnahm vode arbetslose aber freiwellig.,ch_lu,LU
swissdial,250,"em internationale wettbewärb mössid d schwiizer ondernähme innoviere, das bedüti automatisiere.",ch_lu,LU
swissdial,251,insgesammt 2300 studierendi send ade färnfachhochschuel schwiiz igschrebe.,ch_lu,LU
swissdial,252,die chönnted computer ond ähnlechi technologie om en faktor tuusig energieeffiziänter mache.,ch_lu,LU
swissdial,253,"wer d hypatia tötet hed, hed aso ned nor en mönscht tötet, sondern hed au es exempel andere alte, aber fortschrettleche kultur statuiert.",ch_lu,LU
swissdial,254,die bruched vell strom.,ch_lu,LU
swissdial,255,wie au sine vorgänger wett au de cortizo d beziehige zo china vertüüfe.,ch_lu,LU
swissdial,256,"be einere groppe wärdi es entweckligsprojekt döregfüehrt, di anderi groppe dieni als kontrolle.",ch_lu,LU
swissdial,257,"vorallem au, wells döt uf ängem ruum vell spezialeste gäb, wo sech ustuuschid, wie söscht chum noimed uf de wält.",ch_lu,LU
swissdial,258,"ech beförchte, dass d antenne chrankheite uslöst.",ch_lu,LU
swissdial,259,"es biispel: ""amazon hed als cloud-abierter demet agfange, sälber computerchips z entwärfe ond z produziere"", seit de bachmann.",ch_lu,LU
swissdial,260,"de öko-strom usbou werd guet onderstötzt, trotzdem seg s land wiiterhen starch vo chole för d energiegwönnig abhängig.",ch_lu,LU
swissdial,261,"jo, em nochhinein möss mer säge, mer hätt meh chönne ufkläre.",ch_lu,LU
swissdial,262,die interessiered sech alli för d google cloud.,ch_lu,LU
swissdial,263,d folge för d gsellschaft send gravierend.,ch_lu,LU
swissdial,264,ellei met ehrere eigete forschig ond entwecklig schaffed d pharma-multis das ned.,ch_lu,LU
swissdial,265,de neui mobilfonkstandart esch bede fdp bes etz keis thema.,ch_lu,LU
swissdial,266,"de rektor vode wertschaftsschuel kv bade, jörg pfister, ged sech glasse.",ch_lu,LU
swissdial,267,är heig vor rond 50'000 johr uf de philippinische insle luzon gläbt.,ch_lu,LU
swissdial,268,aso drü grad meh als höt.,ch_lu,LU
swissdial,269,"s bekanntiste bispel eschs sozialkreditsystem, wo en china erprobt werd.",ch_lu,LU
swissdial,270,"de sonnewend - de stetigi strom a gladnige teili, wo d sonne rechtig all verloht - werd i serige fäll zomene sonnestorm.",ch_lu,LU
swissdial,271,grad för software-entweckler gäbs vell z tue.,ch_lu,LU
swissdial,272,d hölsefröchtler wie bohne ond ärbsli folged a zwoiter stell.,ch_lu,LU
swissdial,273,sie esch meist bodeständig ond zom teil deftig.,ch_lu,LU
swissdial,274,"de bohrer werd genauso met de prägig vom begreff ""guetmönsch"" en verbendig brocht.",ch_lu,LU
swissdial,275,momentan geds zältli met zwölf verschednige gschmacksrechtige.,ch_lu,LU
swissdial,276,dezue bsetzted d wirkstoff vom pfäffermönz au en liecht beruigende effekt.,ch_lu,LU
swissdial,277,"sie cha demet sehr starchi, bösi magie bewerke.",ch_lu,LU
swissdial,278,i dere ziit dordringt de branntwii de chäs.,ch_lu,LU
swissdial,279,sie esch met em literaturwösseschaftler karl heinz bohrer verhürotet gsi.,ch_lu,LU
swissdial,280,er hed es gstreifts zältli ufemene holzstäcke för ei peseta verchauft.,ch_lu,LU
swissdial,281,pfäffermönzöl hed sech i dere hiisecht als ebebördig zo anderne analgetika erwese.,ch_lu,LU
swissdial,282,de jack triibt es böses spel met de beide ond töted es par onbeteiligti.,ch_lu,LU
swissdial,283,d bestüürig werd vode bondesmonopolverwaltig för branntwii verwaltet.,ch_lu,LU
swissdial,284,es chan au gäge brächreiz igsetzt wärde.,ch_lu,LU
swissdial,285,de vier meter höchi brätterhaag zwösche bremerhaven ond lehe esch verschwonde.,ch_lu,LU
swissdial,286,einzelni bröcke send au wesentlech wiiter transportiert worde.,ch_lu,LU
swissdial,287,bsonders bedütend esch das bem reine wiissbrot ond brötli.,ch_lu,LU
swissdial,288,"d rest vode grondmuure legged höt no vor de ""brocketor""-klippe.",ch_lu,LU
swissdial,289,d schnettflächene vo derige brötli wärded vorem belegge i de regel gröstet.,ch_lu,LU
swissdial,290,"es liit uf beidne siite vom mincio floss, onderhalb vode visconti-brogg.",ch_lu,LU
swissdial,291,de poseidonis hed ufd kritik vom zenon metemene ganze buech gantwortet.,ch_lu,LU
swissdial,292,"i dere ziit heder sis meisterwärch gschrebe ""s bogglige rössli"".",ch_lu,LU
swissdial,293,meistens send schiintöre farbig agmolt ond fest verziert.,ch_lu,LU
swissdial,294,nach de haltstell busenberg-schindhard chond e grösseri rächtskorve; s tal werd döt zuenähmend breiter.,ch_lu,LU
swissdial,295,"s farbige layout vom magazin esch markant gsi, entwecklet vom kommunikationsdesign-profässer lo breier",ch_lu,LU
swissdial,296,"die buslinie bediened d stadtteil, wo keis tram dörefahrt, hauptsächlech harleshausen ond waldau.",ch_lu,LU
swissdial,297,en büstehalter esch us fiine liine ond wärtvoller nodelspetze gmacht gsi.,ch_lu,LU
swissdial,298,au vollchornbrot met anke ond chäs esch zuelässig.,ch_lu,LU
swissdial,299,zerscht esch met champagner ond anderne wii vo champagne handel betrebe worde.,ch_lu,LU
swissdial,300,i de johr nach de onabhängigkeit hed sech en burundi zuenähmend s chaos usbreitet.,ch_lu,LU
swissdial,301,zom riichsstadthalter esch de beshärig chef vode zivilverwaltig greiser ernennt worde.,ch_lu,LU
swissdial,302,ersch nach dene arbete esch de stearn s erstmol met computer en berüehrig cho.,ch_lu,LU
swissdial,303,de croissant esch ere instrukteur ond kurier gsi.,ch_lu,LU
swissdial,304,"s schlächte dra esch, dass s enzym schnell schade nemmt ond eso sini aktivität verlührt.",ch_lu,LU
swissdial,305,schwiizer stiil met schnetzereie am dachbalke.,ch_lu,LU
swissdial,306,em uftrag vom klaus croissant escher em stammheim-prozäss als tontechniker tätig gsi.,ch_lu,LU
swissdial,307,döt wärded vorallem dachbälke ond bestandteil för bärghötte produziert.,ch_lu,LU
swissdial,308,i alli rechtige esch dankerode vo wise ond wälder omgäh.,ch_lu,LU
swissdial,309,e grosse teil vo sine uftraggäber esch jüdisch ond demet em nazi-terror usgsetzt gsi.,ch_lu,LU
swissdial,310,de dankert esch als sohn vom schlosser friedrich august dankert ond vode louise auguste gebore worde.,ch_lu,LU
swissdial,311,em schotz vom wald vor raubbou ond de weidewertschaft werd döt enne grossi ufmerksamkeit gwedmet.,ch_lu,LU
swissdial,312,"de grondgedanke vo dere regelig esch, dass demet d waffeglichheit zwösche de parteie eher gwährt bliibt.",ch_lu,LU
swissdial,313,dör das werd de kanal ständig vo ablagerige ond sedimentation befreit.,ch_lu,LU
swissdial,314,"diräkt vis a vis vode chele stoht es traditionells fachwärkuus, wies anno dazuaml öblech gsi esch.",ch_lu,LU
swissdial,315,"dank ere wiiterbeldig hofft er, bald en besseri astellig als elektriker öberzcho.",ch_lu,LU
swissdial,316,de depp esch näbem nick nolte au usfüehrende produzänt gsi.,ch_lu,LU
swissdial,317,di chemischi struktur ähnled starch dere vo fluoxetin.,ch_lu,LU
swissdial,318,"de depp esch frustriert gsi, woner erfahre hed, dass vell vo sine wenige szene usegschnette worde send.",ch_lu,LU
swissdial,319,"wiiteri bispel för meeresvögel send pinguin, alkevögel wie papageietaucher oder trottellumme, austerefescher ond säbelschnäbler.",ch_lu,LU
swissdial,320,"di aschlüssendi tour hed sie de dör dütschland, schwede, holland ond d schwiiz gfüehrt.",ch_lu,LU
swissdial,321,d rondfahrt esch momentan s einzige profi-etapperenne en dütschland.,ch_lu,LU
swissdial,322,är esch eine vode metbegrönder vom jonge dütschschwiizer spelfelm.,ch_lu,LU
swissdial,323,be sim nationalmannschaftsdebut escher uf d nationalmannschaft vo dütschland troffe.,ch_lu,LU
swissdial,324,de herbert dreilich esch in grossbritannie ond ede bondesrepublik dütschland ufgwachse :),ch_lu,LU
swissdial,325,"die send aber weder teil vode ""dütschwizer vereingong"" met setz en zöri.",ch_lu,LU
swissdial,326,jede zistig hed mer ufem hopfemärt flissig ghandlet.,ch_lu,LU
swissdial,327,dasmol escher insgesamt sebte worde.,ch_lu,LU
swissdial,328,"am zistig, donnstig ond samstig esch wochemärt ufem wiener platz.",ch_lu,LU
swissdial,329,spöteri fäll hend das urteil aber ondergrabe.,ch_lu,LU
swissdial,330,d uszeichnig hed aber au weder chönne aberkennt wärde.,ch_lu,LU
swissdial,331,sini gnaue läbesdate ond -omständ send ned bekannt.,ch_lu,LU
swissdial,332,i de vereinigte staate werds traditionell a wiehnachte oder neujohr tronke.,ch_lu,LU
swissdial,333,en fuessgängerbrogg füehrt i benochbaarti donners park.,ch_lu,LU
swissdial,334,d synode tagt emmer vom donnstig vorem letzte juni-sonntig bes zom folgende mäntig.,ch_lu,LU
swissdial,335,mer esst sie traditionell am donnstig vorem äschermettwoch.,ch_lu,LU
swissdial,336,"em ort geds es hotel, en sennerei ond es dorflädeli.",ch_lu,LU
swissdial,337,debii eschs onder anderem oms zroggdränge vom chinesische ifloss gange.,ch_lu,LU
swissdial,338,dorom stelli är nor drü forderige adi beteiligte parteie.,ch_lu,LU
swissdial,339,sie dreied sech jewiils om eine vode füf hauptcharakter.,ch_lu,LU
swissdial,340,d liane hed onderdesse ehri dommheit igseh.,ch_lu,LU
swissdial,341,de matthias brinkmann hed d biologie dorchuus konform met de rasselehr glehrt.,ch_lu,LU
swissdial,342,di hüüfigste näbewerkige send erbräche ond dorchfall.,ch_lu,LU
swissdial,343,i de höchlage chönd d wenter dorchus sträng wärde.,ch_lu,LU
swissdial,344,"warm tronke, sell er au es mettel gäge dorchfall gsi sie.",ch_lu,LU
swissdial,345,"i sinere privatwohnig send illegali handzettel agfertiget worde, wo onder grösster gfohr verbreitet worde send.",ch_lu,LU
swissdial,346,entweder werd de lenggi oder de rächti fuess vore platziert.,ch_lu,LU
swissdial,347,"es hed de ehrename vom kommunest hugo eberlein treit, wo opfer vo stalinistische süberige worde esch.",ch_lu,LU
swissdial,348,"sie esch met volle militärische ehre imene private mausoleum en pittsburgh, pennsylvania bestattet worde.",ch_lu,LU
swissdial,349,"scho als primarschüeler hed de konrad otto de naturschotzverein ""eidechsli"" en detmold gröndet.",ch_lu,LU
swissdial,350,"om de bertie iifersöchtig zmache, lohd sech d uschi ufs agebot ih.",ch_lu,LU
swissdial,351,es ghört wäg sinere eigenartige erschiinig zo de meistbsuechte gägende vo öland.,ch_lu,LU
swissdial,352,die med lokalkolorit usgstattete romän hend onderdesse vorbelder oder motiv us de realität öbernoh.,ch_lu,LU
swissdial,353,die ernähred sech zersch emol vo heugömper ond chline eidechsli.,ch_lu,LU
swissdial,354,sie hed aber sini iifersöchtigi gattin hera bemerkt.,ch_lu,LU
swissdial,355,es hend drü konzärt met verträtter us allne teil vo afghanistan statt gfonde.,ch_lu,LU
swissdial,356,denn esch d schleife för keine vo de beteiligte betreuer offesechtlech.,ch_lu,LU
swissdial,357,als frau mues si sech d möglechkeit för en habilitation erkämpfe.,ch_lu,LU
swissdial,358,d iwohner vo politika send onder anderem em landwertschafts ond em tourismussektor tätig.,ch_lu,LU
swissdial,359,d paarbeldig esch för en reihe vo tierarte sehr gröndlech ondersuecht worde.,ch_lu,LU
swissdial,360,ei person esch ned gfasst worde ond geltet als verscholle.,ch_lu,LU
swissdial,361,"wäge ehrere eifache konstruktion sends liecht zom härstelle, ond meistens wartigsfrei.",ch_lu,LU
swissdial,362,"das esch met rampe met em fahrzügdeck verbonde, zom es eifachs verlade möglech zmache.",ch_lu,LU
swissdial,363,är hed sech nomol zor wederwahl gstellt ond esch gschiiteret.,ch_lu,LU
swissdial,364,"keini vo de handelnde figure loht sech eidütig ihordne, esch weder nor guet no nor schlächt.",ch_lu,LU
swissdial,365,osserdem escher einisch zonere gäldstrof verurteilt worde,ch_lu,LU
swissdial,366,s wärch loht sech id kategorie seine i ordne.,ch_lu,LU
swissdial,367,"för d härkonft vode bezeichnig ""iisbei"" geds onderschedlechi erklärige.",ch_lu,LU
swissdial,368,är hed au s serviere vo glace be empfäng am nomitag igfühert.,ch_lu,LU
swissdial,369,em wenter chamer ufem see schliifschüenle.,ch_lu,LU
swissdial,370,"sie wärded dorom meistens i süessspiise, glace oder mayonnaise zuegsetzt.",ch_lu,LU
swissdial,371,zo sine schüeler hend de bernhard von langenbeck ond de louis stromeyer ghört.,ch_lu,LU
swissdial,372,de belgischi schöferhond hed en liechte chnochebu ond en eleganti gsamterschiinig.,ch_lu,LU
swissdial,373,"wältmeister esch brasilie em final gäge italie worde, wo s erste mol es penaltyschiesse d entscheidig brocht hed.",ch_lu,LU
swissdial,374,"bevor är uf elsterwerda cho esch, escher sächsische rot ond statthalter vo merseburg gsi.",ch_lu,LU
swissdial,375,i sinere freiziit molt de josef wittlich emsig uf papierböge.,ch_lu,LU
swissdial,376,als jugendleche hed de besson aber no welle meeresbiolog wärde.,ch_lu,LU
swissdial,377,de schwarzbach schwellt be starchem räge ufnes vellfachs vo sinere normale wassermängi ah.,ch_lu,LU
swissdial,378,trotz emene nederschlag heder de görtel knapp dör pönkt gwonne.,ch_lu,LU
swissdial,379,"de litani werd wertschaftlech för d stromerzügig, för d wasserversorgigi ond för d bewässerig brucht.",ch_lu,LU
swissdial,380,de burdon werd vomene elegante gitarrespel begleitet.,ch_lu,LU
swissdial,381,zwoi jugendlechi fended ne.,ch_lu,LU
swissdial,382,d ladiner stelled knapp vier prozänt vode südtiroler bevölkerig.,ch_lu,LU
swissdial,383,debii esch ehri sprochbegabig en enormi helf.,ch_lu,LU
swissdial,384,das esch wechtig be enteignige.,ch_lu,LU
swissdial,385,är hed erheblechi messständ igrumt ond hed om entscholdigong bätte.,ch_lu,LU
swissdial,386,dezue sends eifacher z entwärfe ond bruched weniger platz.,ch_lu,LU
swissdial,387,s schisma hed dör das au em orde izog ghalte ond hedne entzwoit.,ch_lu,LU
swissdial,388,"wo nach allerhand turbulänze de schwendel ufflügt, reist em kuckuck sini schwöster erbost ab.",ch_lu,LU
swissdial,389,de schäfer hed för de eklat om entscholdigong bätte.,ch_lu,LU
swissdial,390,"originell esch sine versuech gsi, es neus mettelalter-curriculum z entwärfe.",ch_lu,LU
swissdial,391,do dröber hend sech de stefter vom chloster ond sin bedütendste finanzier entzwoit.,ch_lu,LU
swissdial,392,"nach de ufnahm vo saccharose chonds zo buchweh, krämpf, dorchfall ond erbräche.",ch_lu,LU
swissdial,393,"allerdengs heder das nor diräkt gmacht, wenn er öppis erfreulechs z mälde gha hed.",ch_lu,LU
swissdial,394,a ergebige nahrigsquelle chönd sech ennerhalb vo wenige täg tusigi vögel versammle.,ch_lu,LU
swissdial,395,"es cha zo öbelkeit, erbräche ond em schlemmste fall zo erhebleche hernschäde füehre.",ch_lu,LU
swissdial,396,spöter esch s ärdberi sogar is wappe ufgnoh worde.,ch_lu,LU
swissdial,397,dänkbar esch dä standort wägem ergebige flüssgwässer.,ch_lu,LU
swissdial,398,em bereich vode hötige wallfahrtschele hendne d chräft verloh ond är esch chraftlos zämegsonke.,ch_lu,LU
swissdial,399,"de geist heig ne ned verschreckt, sondern inspiriert.",ch_lu,LU
swissdial,400,sini omsecht ond sini onerschrockeheit esch vom andreas hofer persönlech gwördiget worde.,ch_lu,LU
swissdial,401,em fall vode skelettmoskle wärded die chräft dör sehne uf d chnöche öbertreit.,ch_lu,LU
swissdial,402,för das wärded spezielli farbraum-metadate öbertreid.,ch_lu,LU
swissdial,403,bes uf de fintan vertrenked aber alli bede fluet.,ch_lu,LU
swissdial,404,d froge wärded iibländet ond d astronaute erwedered met ehrne antworte.,ch_lu,LU
swissdial,405,"ide befreiigschrieg hed sech en preusse d onderscheidig zwösche füsilier, grenadier, ond musketier verwöscht.",ch_lu,LU
swissdial,406,d chend send uffallend blass ond hüfig scho nach chline asträngige erschöpft.,ch_lu,LU
swissdial,407,"es bestoht d gfohr, dass sie de us erschöpfig vertrenked.",ch_lu,LU
swissdial,408,em buttler sini riichhaltige publikatione omfassed erzählendi literatur ond reisebrecht.,ch_lu,LU
swissdial,409,"beidi albe send bewusst echli ""poppiger"" ghalte gsi.",ch_lu,LU
swissdial,410,höt esch devo no chum öppis zgseh.,ch_lu,LU
swissdial,411,i de nochfolgende johr sends aber wiitgehend i vergässeheit grote.,ch_lu,LU
swissdial,412,jede landesverband wählt sine sekretär ond eventuell en vizesekretär ond en schatzmeister.,ch_lu,LU
swissdial,413,d spannig zwösche ehm ond de sema schiint z explodiere.,ch_lu,LU
swissdial,414,"em joe glengts, de gillingham ond alli passagier z rette, bevor d bombe explodiert.",ch_lu,LU
swissdial,415,de verfassigsschotz vom bond ond verschedni landesbehörde ordned de verein als rächtsextrem ih.,ch_lu,LU
swissdial,416,d zongeblüete chönd zungeförmig ände oder dönn bes fadeförmig si.,ch_lu,LU
swissdial,417,"die abbeldige heissed d ""wäg"" vom prozäss.",ch_lu,LU
swissdial,418,de wäg sälber bestoht zomene grossteil us enere stahl-stägeaalag.,ch_lu,LU
swissdial,419,velo- ond wanderwäg verlaufed om de ganz stausee.,ch_lu,LU
swissdial,420,d billet send em verglich zom chauf am automat teilwiis vergönstiged.,ch_lu,LU
swissdial,421,"s klima esch subtropisch ond mässig troch, d nederschläg gheied fast usschliesslech em sommer.",ch_lu,LU
swissdial,422,em gägezög werd är d chlag gheie loh.,ch_lu,LU
swissdial,423,au katholischi pfarrämter hend gholfe: sie hend falschi gebortsurkonde bsorgt.,ch_lu,LU
swissdial,424,"soziali institutione henderet fraue dra, ehri ""ganzi humanität z entfalte"".",ch_lu,LU
swissdial,425,"nachem februarufstand escher zom ""rabehof"" omtauft worde.",ch_lu,LU
swissdial,426,näbe de chrüter för di grüeni frankfurter sauce wärded hauptsächlech fäldsalot ond rucola about.,ch_lu,LU
swissdial,427,de saag noche esch d insle en felsbrocke us de hand vode kyklope.,ch_lu,LU
swissdial,428,sie blüeht döt vo februar bes märz.,ch_lu,LU
swissdial,429,"om d kontrolle öber d autos z bahlte, wärded weichi fädere bevorzugt.",ch_lu,LU
swissdial,430,de kielti fäldsalot chond en mettel- ond südeuropa ond nordafrika vor.,ch_lu,LU
swissdial,431,"grossi stei heissed au ""felse"" oder ""felsbrocke"".",ch_lu,LU
swissdial,432,dorom werd sie au als fänster bezeichnet.,ch_lu,LU
swissdial,433,nachere verzögerig esch au s nünte säuli uf d wält cho.,ch_lu,LU
swissdial,434,sie wett a ehrere freiheit festhebe ond sech kei frömde welle ufzwinge loh.,ch_lu,LU
swissdial,435,onmettelbar nachem afang vode nationalsozialestische herrschaft esch de ferkel verhaftet worde.,ch_lu,LU
swissdial,436,i dere stadt veränderet sech einiges met em iizog vom erste färnseh.,ch_lu,LU
swissdial,437,de röckstoss esch dör d brämse ade lafette abgfange worde.,ch_lu,LU
swissdial,438,di jewilige meister send fett drockt.,ch_lu,LU
swissdial,439,"s polnische wort bedüteté ""fätze, lompe""",ch_lu,LU
swissdial,440,"d ärm ond händ send relativ gross gsi, kennzeichnend esch de verlängereti ersti fenger gsi.",ch_lu,LU
swissdial,441,anere fiir ide villa chlaut de anton es wärtvolls füürzüg.,ch_lu,LU
swissdial,442,d figur verschwendet nochär met grosser gschwendigkeit ide färni.,ch_lu,LU
swissdial,443,schnell escher i di damaligi folkszene integriert ond zomene bekannte fingerpicking-gitarrest worde.,ch_lu,LU
swissdial,444,be bedecktem hemmel setted d fläsche för zwoi täg exponiert wärde.,ch_lu,LU
swissdial,445,d onderleppe wiisst en wiisse fläck met violette strech uf.,ch_lu,LU
swissdial,446,"nachem wille vo sine eltere hätter selle wert, metzger oder plättlilegger wärde.",ch_lu,LU
swissdial,447,sis hauptinterässe esch met fraue z flirte oder sie sexuell z belästige.,ch_lu,LU
swissdial,448,"döt wetter sech einersiits de balak zor verfüegig stelle, zom s volk gottes z verflueche.",ch_lu,LU
swissdial,449,alte traditione noche hed dä khanat usemene rächte ond emene lengge flögel bestande.,ch_lu,LU
swissdial,450,"d iwohner vom stadtteil flöstered vo ""sengende glogge"".",ch_lu,LU
swissdial,451,en tray esch es rächteggigs gebilde med vertüüfige för d fläsche.,ch_lu,LU
swissdial,452,benere variation vode fädere fählt di schwarzi spränkelig ond fläckig.,ch_lu,LU
swissdial,453,zom handwärch ghöred vorallem de holzbou sowie moler ond plättlilegger.,ch_lu,LU
swissdial,454,d inga ond d liv flirted onderdesse met anderne borschte.,ch_lu,LU
swissdial,455,de gouverneur esch de afüehrer vom moderat-liberale flögel vode republikaner gsi.,ch_lu,LU
swissdial,456,uf de ersti bleck schiint d organisation de aforderige vode irechtig agmässe zsie.,ch_lu,LU
swissdial,457,sie fendet döt denn näbe zwoi chleidigsstöck zwoi antiki ohrreng ond es foti vomene nachtclub.,ch_lu,LU
swissdial,458,nachemene johr send d dreiarbeite wäge gäldmangel igstellt worde.,ch_lu,LU
swissdial,459,d franse send schwarz grau.,ch_lu,LU
swissdial,460,ide folgende johr esches zo mehrfache plönderige dör französischi troppe cho.,ch_lu,LU
swissdial,461,"de althaus ond de elert fordered i ehrem guetachte, ""nedarischi"" bewärber för es cherchlechs amt uszschlüsse.",ch_lu,LU
swissdial,462,sini studie ide fotografie heder als autodidakt vollzoge.,ch_lu,LU
swissdial,463,je nach irechtig ond arbet chömed gälder vode chranke- ond pflegekasse.,ch_lu,LU
swissdial,464,sie send met dech verchnöpfte franse ond quaste verziert.,ch_lu,LU
swissdial,465,i vellne dörfer en lothringe beherrsch d bevölkerig witerhen französisch ond dütsch.,ch_lu,LU
swissdial,466,di urspröngleche wälder send do dör farmland oder frömdländischi ghölz ersetzt worde.,ch_lu,LU
swissdial,467,de coiffeur stoht bem wäsche hender ehm.,ch_lu,LU
swissdial,468,"de dretti satz esch es fröhlechs menuett, gfolgt vomene trio en c-moll.",ch_lu,LU
swissdial,469,"de coiffeur verzellt ehm, das de mafioso igschlofe seg.",ch_lu,LU
swissdial,470,s volk hed d könige sehr gärn ond alli send fröhlech ond zfrede.,ch_lu,LU
swissdial,471,bede froschlörch wärdeds au als kaulquappe bezeichnet.,ch_lu,LU
swissdial,472,de früehneri landesbischof niklot beste esch sine vatter gsi.,ch_lu,LU
swissdial,473,en zöri heisst s früehligsfäst sächsilüüte.,ch_lu,LU
swissdial,474,onder de woche geds müesli zom zmorge.,ch_lu,LU
swissdial,475,si gönd zäme go zmorge ässe ond träffed debi uf de vater vom huck.,ch_lu,LU
swissdial,476,ehri rach esch forchtbar gsi: di spanische troppe hend s schloss ond d stadt verwüestet.,ch_lu,LU
swissdial,477,em verlauf vode ziit hend sech diabetes ond furunkel dezue gsellt.,ch_lu,LU
swissdial,478,dezue escher i dere ziit id liechtesteiner nationalmannschaft beruefe worde.,ch_lu,LU
swissdial,479,furunkel trätted spontan ond meistens ohni erkennbari ursache einzeln ond ghüüft uf.,ch_lu,LU
swissdial,480,"ned de sieg esch primär em vordergrond gstande, sondern d schönheit vom fuessball esch postuliert worde.",ch_lu,LU
swissdial,481,de jan berger junior hed be sparta prag agfange z tschutte.,ch_lu,LU
swissdial,482,degäge füettered beidi eltereteil d jongvögel.,ch_lu,LU
swissdial,483,de länker esch diräkt ade gable agmacht.,ch_lu,LU
swissdial,484,"au en dütschland hed d buechreihe ""gänsehut"" grosse erfolg.",ch_lu,LU
swissdial,485,"i de gauliga echer de erfolgrichsti torschötz vode ""münchner"" gsi.",ch_lu,LU
swissdial,487,"en figur usem felm ""cube"" esch nachem gfängnis benennt.",ch_lu,LU
swissdial,488,d fädere send allgemein donkel blaugrau.,ch_lu,LU
swissdial,489,d wederkehr vom gebortstag vo ehrem ehrebörger ernst krenek.,ch_lu,LU
swissdial,490,s gedrängle esch genauso typisch för d sportart wie förd gass.,ch_lu,LU
swissdial,491,d fädere send allgemein stopmf schwarz gsi.,ch_lu,LU
swissdial,492,"d brost esch zwar gschägged, be de westleche form eher einheitlech donkelgrau.",ch_lu,LU
swissdial,493,dä hed dorom vo dett ah de vandale mösse feindlech gägenöber stoh.,ch_lu,LU
swissdial,494,zuesätzlech verstohter de ruby ehri avance ehm gägenöber am afang ned.,ch_lu,LU
swissdial,495,vode loftagreff em zwoite wältchrieg esch neipperg wiitgehend verschont blobe.,ch_lu,LU
swissdial,496,zuesätzlech send d ortsstrosse ond d trottoir usbout worde.,ch_lu,LU
swissdial,497,au i dere ehe geds e kei nochkomme.,ch_lu,LU
swissdial,498,höt stoht s bouwärch onder dänkmolschotz ond verfüegt öber en fahrbahn met beidiistigem trottoir.,ch_lu,LU
swissdial,499,"är esch met de maria von mosengeil, de tochter vom karl von mosengeil, verhürotet gsi.",ch_lu,LU
swissdial,500,"zäme met em das bo esch denn di dretti single ""wie geil esch denn das?"" usecho.",ch_lu,LU
swissdial,501,"de schmed hed osserem ehretitel ""päpstleche huusprälat"", ""erzbischöfische geistleche rot"" ond ""königleche gheimrot"" treit.",ch_lu,LU
swissdial,502,"zo sinere lideschaft, em zeichne heder gseit: ""ech ben eigentlech ned mega ehrgiizig"".",ch_lu,LU
swissdial,503,d liibli send vom gonzo klaut worde.,ch_lu,LU
