Unnamed: 0,speaker,sentence,dialect,dialect_norm
d1235-u898,BJos1235,wäge dem heige die auwäg do bombardiert,LU (Luteren/Wolhusen),LU
d1235-u900,BJos1235,jo dere züg het s do gheisse i de zitigen eso,LU (Luteren/Wolhusen),LU
d1235-u903,BJos1235,jo zitige gäu die hend aui gha,LU (Luteren/Wolhusen),LU
d1235-u904,BJos1235,bi zum bischpiu nümme,LU (Luteren/Wolhusen),LU
d1235-u905,BJos1235,wo das züg do bin ich säuber furt gsi,LU (Luteren/Wolhusen),LU
d1235-u907,BJos1235,näi do bin i nüme z rosmõ gsi drüberaben oder nach em chrieg,LU (Luteren/Wolhusen),LU
d1235-u909,BJos1235,mhmm jo me hend e zitig ghaa jo,LU (Luteren/Wolhusen),LU
d1235-u910,BJos1235,aber wass,LU (Luteren/Wolhusen),LU
d1235-u911,BJos1235,was eso drinn gschtande isch das wüsst ich nümmen eso genau,LU (Luteren/Wolhusen),LU
d1235-u913,BJos1235,oder de wo won i i d schuel bi han i mösse leere für d schueu,LU (Luteren/Wolhusen),LU
d1235-u914,BJos1235,und und süsch han ich äbe glosst was em,LU (Luteren/Wolhusen),LU
d1235-u915,BJos1235,ding cho färnse cho isch,LU (Luteren/Wolhusen),LU
d1235-u916,BJos1235,färnsee im radio,LU (Luteren/Wolhusen),LU
d1235-u917,BJos1235,färnse het s jo kene ggä eso,LU (Luteren/Wolhusen),LU
d1235-u919,BJos1235,mhm jo,LU (Luteren/Wolhusen),LU
d1235-u920,BJos1235,denn nocher hät s vilicht näbezue scho no anderi gcha aber,LU (Luteren/Wolhusen),LU
d1235-u921,BJos1235,eso vöu het s auwäg nid gha sänder,LU (Luteren/Wolhusen),LU
d1235-u922,BJos1235,wöu wenn du nid e ding gha hesch en antenne oder eso,LU (Luteren/Wolhusen),LU
d1235-u923,BJos1235,hesch jo do ned vöu gha dänk,LU (Luteren/Wolhusen),LU
d1235-u924,BJos1235,nai ich cha mi nur a das erinnere as ich immer gluegt ha,LU (Luteren/Wolhusen),LU
d1235-u925,BJos1235,em obet es anders da hesch irgendwie mössen iischteue,LU (Luteren/Wolhusen),LU
d1235-u926,BJos1235,und süsch eifach de schwizer sänder,LU (Luteren/Wolhusen),LU
d1235-u929,BJos1235,nei mit däne hesch äbe wiiters ned,LU (Luteren/Wolhusen),LU
d1235-u931,BJos1235,die he nüt vom chrieg verzöut auso ämu,LU (Luteren/Wolhusen),LU
d1235-u932,BJos1235,ich bi jo natürli z jung gsi as ich het chönne mit dene so öppis rede,LU (Luteren/Wolhusen),LU
d1235-u933,BJos1235,des cha ned säge velech,LU (Luteren/Wolhusen),LU
d1235-u934,BJos1235,öb de leerer velech dä hät scho chönne mit ne rede oder eso öb die öppis gret hei,LU (Luteren/Wolhusen),LU
d1235-u935,BJos1235,käi aanig de hesch gar nid gwüsst eso,LU (Luteren/Wolhusen),LU
d1235-u936,BJos1235,ich ha s gfüu die si fro gsi si hei chönne do si und nid hend mösse über de chrieg rede,LU (Luteren/Wolhusen),LU
d1235-u937,BJos1235,ich ha ämu nie nüt,LU (Luteren/Wolhusen),LU
d1235-u938,BJos1235,aso wirklich nie so öppis mit ne gret,LU (Luteren/Wolhusen),LU
d1235-u943,BJos1235,d froue sind jo nie i de wirtschaft gse,LU (Luteren/Wolhusen),LU
d1235-u945,BJos1235,no d manne sind i d wirtschaft ggange e frou isch doch do ned i d wirtschaft,LU (Luteren/Wolhusen),LU
d1235-u947,BJos1235,dass das chönnt scho sii wenn si öppis aber,LU (Luteren/Wolhusen),LU
d1235-u949,BJos1235,vöu händ sii so sorge ghaa,LU (Luteren/Wolhusen),LU
d1235-u950,BJos1235,mit irne äigete ding wi si d lüt wi si sich dürebringen und luege wägen arbet und,LU (Luteren/Wolhusen),LU
d1235-u951,BJos1235,das isch schwirig gnue gsi,LU (Luteren/Wolhusen),LU
d1235-u953,BJos1235,ich glaube ned dass si do so vöu,LU (Luteren/Wolhusen),LU
d1235-u954,BJos1235,und so vöu i de wertschaft sind si ou ned gse,LU (Luteren/Wolhusen),LU
d1235-u956,BJos1235,nei gaar ned,LU (Luteren/Wolhusen),LU
d1235-u957,BJos1235,het doch überhoupt keni gha,LU (Luteren/Wolhusen),LU
d1235-u958,BJos1235,nää,LU (Luteren/Wolhusen),LU
d1235-u959,BJos1235,bi üs hinde het s niemer dere ggää,LU (Luteren/Wolhusen),LU
d1235-u960,BJos1235,ich ha ghört schpööter hesch öpper z luzärn won ich dete ne,LU (Luteren/Wolhusen),LU
d1235-u961,BJos1235,i dere usböudig no gse be,LU (Luteren/Wolhusen),LU
d1235-u962,BJos1235,det hesch öppe ghört wo s gseit het jo die,LU (Luteren/Wolhusen),LU
d1235-u963,BJos1235,aber meischtens sind die,LU (Luteren/Wolhusen),LU
d1235-u964,BJos1235,tütsch abschtammig gsi wo si öppe devo gret hei,LU (Luteren/Wolhusen),LU
d1235-u965,BJos1235,eson e rössler ond,LU (Luteren/Wolhusen),LU
d1235-u966,BJos1235,waiss nümme,LU (Luteren/Wolhusen),LU
d1235-u967,BJos1235,na für nämen as do gsi sind,LU (Luteren/Wolhusen),LU
d1235-u968,BJos1235,wo sii aber das sind aues tütschi säuber wo wo vo tütschland gsi si,LU (Luteren/Wolhusen),LU
d1235-u969,BJos1235,wo s is,LU (Luteren/Wolhusen),LU
d1235-u970,BJos1235,gmungglet het ich ha si nid könnt und ha nur,LU (Luteren/Wolhusen),LU
d1235-u971,BJos1235,äben und den andere maitli öppe wo verzöut hend oder eso,LU (Luteren/Wolhusen),LU
d1235-u972,BJos1235,aber a süsch wüsst i ned,LU (Luteren/Wolhusen),LU
d1235-u973,BJos1235,aber dehinde isch niemer,LU (Luteren/Wolhusen),LU
d1235-u974,BJos1235,niemer für s die gsi gar ned hm m,LU (Luteren/Wolhusen),LU
d1235-u975,BJos1235,het s gar ned,LU (Luteren/Wolhusen),LU
d1235-u976,BJos1235,ggä s sind aus isch äifach immer gluegt wie s göng und hoffentli ned und so,LU (Luteren/Wolhusen),LU
d1235-u977,BJos1235,jo aus het angscht gha nur nöd no do ie chöme,LU (Luteren/Wolhusen),LU
d1235-u984,BJos1235,jo die vo vo basu und det unden ue wöu si,LU (Luteren/Wolhusen),LU
d1235-u985,BJos1235,dete bi de zwöite mobiumachig hend s jo angscht gha jez chöme,LU (Luteren/Wolhusen),LU
d1235-u986,BJos1235,wöu si do het s äuä gheisse äbe,LU (Luteren/Wolhusen),LU
d1235-u987,BJos1235,di leni sig em warschindli z schtarch,LU (Luteren/Wolhusen),LU
d1235-u988,BJos1235,aus er am de göig er ringer dür d schwiz düre,LU (Luteren/Wolhusen),LU
d1235-u989,BJos1235,und dum hend si angscht gcha,LU (Luteren/Wolhusen),LU
d1235-u990,BJos1235,und nochär het s aber immer gheisse de hitler heg aue gseit,LU (Luteren/Wolhusen),LU
d1235-u991,BJos1235,di klaine schwaiz das schtachelschwain,LU (Luteren/Wolhusen),LU
d1235-u992,BJos1235,und de wäge dem het er gmeint si heiged ne schint s das weiss ich ned öb das schtimmt,LU (Luteren/Wolhusen),LU
d1235-u993,BJos1235,wo si doch esoo,LU (Luteren/Wolhusen),LU
d1235-u994,BJos1235,ame oder eso öppis gha hei heige si doch,LU (Luteren/Wolhusen),LU
d1235-u995,BJos1235,voortüüscht,LU (Luteren/Wolhusen),LU
d1235-u996,BJos1235,wi wenn si eso gross vöu mee hätte,LU (Luteren/Wolhusen),LU
d1235-u997,BJos1235,sige die äbä oue zerscht düre si siged de wider witer hinde wider cho,LU (Luteren/Wolhusen),LU
d1235-u998,BJos1235,i waiss es nid dass epper eso verzöut,LU (Luteren/Wolhusen),LU
d1235-u999,BJos1235,ond tütsch z tüsche dass me d armee vöu grösser wär weder ass gse esch,LU (Luteren/Wolhusen),LU
d1235-u1000,BJos1235,aso das er ned öb das,LU (Luteren/Wolhusen),LU
d1235-u1001,BJos1235,öb das öppis gsi isch das weiss i ned,LU (Luteren/Wolhusen),LU
d1235-u1002,BJos1235,das het mer eso verzöut öppe do no,LU (Luteren/Wolhusen),LU
d1235-u1003,BJos1235,si heigen en eso tüüscht,LU (Luteren/Wolhusen),LU
d1235-u1004,BJos1235,det isch ja no,LU (Luteren/Wolhusen),LU
d1235-u1005,BJos1235,wäret em chrieg wen esch no de hess isch doch gsi,LU (Luteren/Wolhusen),LU
d1235-u1006,BJos1235,dä isch doch no lang als chriegsgfangne,LU (Luteren/Wolhusen),LU
d1235-u1007,BJos1235,isch dä schpöter de gsi,LU (Luteren/Wolhusen),LU
d1235-u1008,BJos1235,dä isch doch uf ängland ane,LU (Luteren/Wolhusen),LU
d1235-u1010,BJos1235,ond det het me meint er wöu det äne go frede mache,LU (Luteren/Wolhusen),LU
d1235-u1011,BJos1235,hinder em hitler dür,LU (Luteren/Wolhusen),LU
d1235-u1012,BJos1235,ond isch jo det abegschtürzt aber do isch er igschperrt worde,LU (Luteren/Wolhusen),LU
d1235-u1013,BJos1235,ech wäiss au ned wi das gsi isch,LU (Luteren/Wolhusen),LU
d1235-u1014,BJos1235,wo s de,LU (Luteren/Wolhusen),LU
d1235-u1015,BJos1235,öb s eso gsi isch as er wirkech het wöu go fride machen oder,LU (Luteren/Wolhusen),LU
d1235-u1016,BJos1235,öb mer das nur,LU (Luteren/Wolhusen),LU
d1235-u1017,BJos1235,gloubt het oder eso ich wais chan i ned säge,LU (Luteren/Wolhusen),LU
d1235-u1019,BJos1235,mir hätte haut,LU (Luteren/Wolhusen),LU
d1235-u1020,BJos1235,wämmer e chli öuter gsi wär wüsst mer vilicht no chli mee,LU (Luteren/Wolhusen),LU
d1235-u1021,BJos1235,säuber no jung gse doo,LU (Luteren/Wolhusen),LU
d1235-u1022,BJos1235,und wie äbe die,LU (Luteren/Wolhusen),LU
d1235-u1023,BJos1235,zwöi joor won i do z rusmo det han i,LU (Luteren/Wolhusen),LU
d1235-u1024,BJos1235,nüt mee so vernoo,LU (Luteren/Wolhusen),LU
d1235-u1030,BJos1235,enand aaluege hm,LU (Luteren/Wolhusen),LU
d1261-u2,CBri1261,aso de uusbrùch ìsch für mììch wìn en schlaag gsii in e haili wäut,LU (Luzern),LU
d1261-u3,CBri1261,mìr hend radioo glost s ìsch es wunderschööns konzärt gsii im kunschthuus en übertraagig mit em tosgganiini,LU (Luzern),LU
d1261-u4,CBri1261,ùnd plö̀zlìch ìsch underbroche worde ùnd s het ghaisse,LU (Luzern),LU
d1261-u5,CBri1261,es gääb chrieg ùnd,LU (Luzern),LU
d1261-u6,CBri1261,was es genau ìsch chrieg ìch ha aifach gwüsst das isch e bedrooig,LU (Luzern),LU
d1261-u7,CBri1261,mini eltere hend immer öppe politisiirt ùnd gredt,LU (Luzern),LU
d1261-u8,CBri1261,aber as es aifecht het me gwǜsst iiez chunt öppis schlìmms,LU (Luzern),LU
d1261-u9,CBri1261,ùnd den hend al lüt devòò gredt mer het vo iirüke gredt,LU (Luzern),LU
d1261-u10,CBri1261,d lüüt hend mǜsse d manne hend mǜssen in dienscht,LU (Luzern),LU
d1261-u11,CBri1261,mi vatter ìsch bi de poscht gsii,LU (Luzern),LU
d1261-u12,CBri1261,ùnd doorum uusgnoo er het nìd mǜsse dienscht laischte me hetne deet pruucht,LU (Luzern),LU
d1261-u13,CBri1261,als telìgrafischt hät merne zwòòr gäärn ghaa,LU (Luzern),LU
d1261-u14,CBri1261,aber äär het nìd mǜsse gòò,LU (Luzern),LU
d1261-u15,CBri1261,wìchtig isch deet äfech gsii plö̀zlìch hets ghaisse ez mus mer en eggstraschtüür zaale,LU (Luzern),LU
d1261-u17,CBri1261,jò für ech für as d mobiilmachig z finazieren ùnd so,LU (Luzern),LU
d1261-u18,CBri1261,ùnd so vil ìch waiss ìsch die de ploben as bùndesschtüür isch de nìd nur vorübergeend gsi,LU (Luzern),LU
d1261-u21,CBri1261,jò jò,LU (Luzern),LU
d1261-u22,CBri1261,das isch äfecht,LU (Luzern),LU
d1261-u23,CBri1261,ùnd de bin ìch grad i d schuel choo im ane nüünedrissgi,LU (Luzern),LU
d1261-u24,CBri1261,ùnd mit der ziit hets ghaisse,LU (Luzern),LU
d1261-u25,CBri1261,d leerer münd i dienscht mer het alternatiife schueluntericht ghaa,LU (Luzern),LU
d1261-u26,CBri1261,d tùùrnhalle sind de plö̀zlìch belait woorde vo de soldaate,LU (Luzern),LU
d1261-u27,CBri1261,s het schtroo ùnd höi dinne ghaa die hend deet gschlòòffe,LU (Luzern),LU
d1261-u29,CBri1261,im mosmatschuelhuus,LU (Luzern),LU
d1261-u31,CBri1261,dòò in lùzäärn jò,LU (Luzern),LU
d1261-u32,CBri1261,ùnd as chind hem mir natüürlìch fröid ghaa uf em phauseplaz ìsch den d milidäärchuchi gsi,LU (Luzern),LU
d1261-u33,CBri1261,ùnd den hets schpaz ggää ùnd öppen emòl hends ǜǜs de grueffen ùnd den het mer,LU (Luzern),LU
d1261-u34,CBri1261,ǜberchoo wobii dä gschmak,LU (Luzern),LU
d1261-u35,CBri1261,dä han ìch hǜt nò i de naase ìch glaub ìch wüürd nümme schpaz ässe,LU (Luzern),LU
d1261-u36,CBri1261,ìrgendwie ùnd den,LU (Luzern),LU
d1261-u37,CBri1261,het mer vil mee raadio glòst mer het deete scho ganz son en miniraadio ghaa,LU (Luzern),LU
d1261-u38,CBri1261,phitschmi het er ghaisse das waissi nò,LU (Luzern),LU
d1261-u39,CBri1261,höggschtens eso grooss,LU (Luzern),LU
d1261-u40,CBri1261,ùnd seer vǜu ìsch de vo ängland,LU (Luzern),LU
d1261-u41,CBri1261,sind chlopfzaiche gsi so dädädädää,LU (Luzern),LU
d1261-u42,CBri1261,hiir schpricht england,LU (Luzern),LU
d1261-u45,CBri1261,wo in tüütsch gsändet hend jò,LU (Luzern),LU
d1261-u46,CBri1261,ùnd lüüt sìnd äärnschter woorde mer het mǜsse afò vertùnkle,LU (Luzern),LU
d1261-u47,CBri1261,ùnd das ìsch de kontroliirt woorde,LU (Luzern),LU
d1261-u48,CBri1261,macht mer alles zue am oobig oder nììd,LU (Luzern),LU
d1261-u50,CBri1261,ìch de kwartiirmaischter wos do no gää het,LU (Luzern),LU
d1261-u52,CBri1261,vo jòò,LU (Luzern),LU
d1261-u53,CBri1261,vo huus zu huus gluegt öb ìrgendwoo am oobig liecht useschiint,LU (Luzern),LU
d1261-u54,CBri1261,wǜu das mer het angscht ghaa vo bombardemõõ oder,LU (Luzern),LU
d1261-u55,CBri1261,mer het ghöört wì frankriich,LU (Luzern),LU
d1261-u56,CBri1261,di groossi la grõõ nassiõõ oder de aigentlìch,LU (Luzern),LU
d1261-u57,CBri1261,seer schnel ùnderggangen ìsch,LU (Luzern),LU
d1261-u58,CBri1261,es het grücht ghaa mer het,LU (Luzern),LU
d1261-u59,CBri1261,ìch wais mini eltere hend vil drüber gredt,LU (Luzern),LU
d1261-u60,CBri1261,chömid miir au draa,LU (Luzern),LU
d1261-u61,CBri1261,ùnd den het me ghöört wie de mussoliini,LU (Luzern),LU
d1261-u62,CBri1261,mit em hitler zämegschpant het belgie frankriich ööschtriich holand,LU (Luzern),LU
d1261-u63,CBri1261,rùndume ìsch aigentlech alles,LU (Luzern),LU
d1261-u64,CBri1261,gägen üs gsi mir sind iigschlòsse gsii,LU (Luzern),LU
d1261-u67,CBri1261,wǜu,LU (Luzern),LU
d1261-u68,CBri1261,wì sel ich säge jò mini eltere hend äbe vil über das diskutiirt ùnd ìch haa,LU (Luzern),LU
d1261-u69,CBri1261,ìch ha scho zìmlìch früe vil glääse,LU (Luzern),LU
d1261-u70,CBri1261,han au öppen i zittige gluegt ùnd soo ùnd,LU (Luzern),LU
d1261-u71,CBri1261,me het gwǜsst es git de baud nò razionierig,LU (Luzern),LU
d1261-u72,CBri1261,s brood wìrd langsam knap es chunt nüüt me ine,LU (Luzern),LU
d1261-u73,CBri1261,ùnd ìch ha deet scho s gfüül ghaa,LU (Luzern),LU
d1261-u74,CBri1261,ìmmer wìder die bedrooig mììr münd üüs weere,LU (Luzern),LU
d1261-u76,CBri1261,au jòò,LU (Luzern),LU
d1261-u77,CBri1261,au nìd ass sii angscht ghaa hend aber,LU (Luzern),LU
d1261-u78,CBri1261,vorsichtsmaassnaam,LU (Luzern),LU
d1261-u79,CBri1261,ùnd ziitlìch de ablauf wais ich nüm genau es sind de die eerschte usslandschwiizer,LU (Luzern),LU
d1261-u80,CBri1261,i d schwiiz choo miir hend zwöi i d klass überchoo,LU (Luzern),LU
d1261-u81,CBri1261,ais vo riiga,LU (Luzern),LU
d1261-u82,CBri1261,ùnd ais vo phoole,LU (Luzern),LU
d1261-u83,CBri1261,ùnd mer het gwǜsst das sind scho flǜchtling,LU (Luzern),LU
d1261-u84,CBri1261,das ìsch vorène für mììch überhaupt ke begriff gsii flǜchtling,LU (Luzern),LU
d1261-u85,CBri1261,ùnd den s het me filme ghöört,LU (Luzern),LU
d1261-u86,CBri1261,mariluiis di lezte chããsse,LU (Luzern),LU
d1261-u87,CBri1261,mini eltere sind mòl uf zǜri sind i ggabare gsii s ggòrnischõõ,LU (Luzern),LU
d1261-u88,CBri1261,mer het aifacht,LU (Luzern),LU
d1261-u89,CBri1261,üse milcher het i dienscht mǜsse s het ablööser ggää d ròss hends iizòge,LU (Luzern),LU
d1261-u90,CBri1261,d auto hend nümme tö̀rffe faare ùnd di weenige,LU (Luzern),LU
d1261-u91,CBri1261,wo ais ghaa hend hend houzvergaaser dra ghaa,LU (Luzern),LU
d1261-u92,CBri1261,wobii min unkel het nò benziin ghaa ùnd heten emòl verloore,LU (Luzern),LU
d1261-u93,CBri1261,ùnd ìsch de schtùz uufgfaare ùnd de vergaaser ìsch unde plobe,LU (Luzern),LU
d1261-u94,CBri1261,dasch dasch natüürlech,LU (Luzern),LU
d1261-u95,CBri1261,ùnd uf jede fal hets den mòl ghaisse,LU (Luzern),LU
d1261-u96,CBri1261,gäärte mǜs mer,LU (Luzern),LU
d1261-u97,CBri1261,min vatter het doo scho sojaboone pflanzt,LU (Luzern),LU
d1261-u98,CBri1261,wil mer gwǜsst het soja ìsch es guets naarigsmittel oder,LU (Luzern),LU
d1261-u100,CBri1261,jò seer e groosse,LU (Luzern),LU
d1261-u101,CBri1261,dòò wo miir jez grad wonid sind aues pflanzgäärte gsii,LU (Luzern),LU
d1261-u102,CBri1261,oder im bùndesplaz im baanhòf sogaar vòr em kunschthuus,LU (Luzern),LU
d1261-u103,CBri1261,alli die rabatte sìnd umgschtoche woorde ùnd hets härdöpfu ghaa deet,LU (Luzern),LU
d1261-u104,CBri1261,wǜu d schwiiz ìsch es s aigentlech nie,LU (Luzern),LU
d1261-u105,CBri1261,gnueg gsii zum sälpschtversoorger z sii,LU (Luzern),LU
d1261-u108,CBri1261,aso s ìsch nìd es mǜsse gsii,LU (Luzern),LU
d1261-u109,CBri1261,das het üse vatter chönnen äbe biibringe,LU (Luzern),LU
d1261-u110,CBri1261,das chönd dò sim mir iez wider schtarch das ìsch üsi schterchi,LU (Luzern),LU
d1261-u113,CBri1261,jòò jò,LU (Luzern),LU
d1261-u114,CBri1261,äär het unregelmäässige dienscht ghaa,LU (Luzern),LU
d1261-u115,CBri1261,ùnd doorum grad wo zum bischpil d aijer knap woorde sìnd,LU (Luzern),LU
d1261-u116,CBri1261,het äär al öppe wen er am òòbig am zwölfi haichoo ìsch,LU (Luzern),LU
d1261-u117,CBri1261,wens nìd gschtumme het monetsändi uf em scheggamt,LU (Luzern),LU
d1261-u118,CBri1261,het äär öppe nò es schpiegelai ǜberchoo,LU (Luzern),LU
d1261-u119,CBri1261,ìch glaube drùm han ìch hüt nò so gärn schpiegelaijer,LU (Luzern),LU
d1261-u120,CBri1261,mir hend aifech keni ghaa,LU (Luzern),LU
d1261-u123,CBri1261,alli die konti abschliesse ändi monet,LU (Luzern),LU
d1261-u124,CBri1261,ùnd de hets mängisch vilìcht um zwee drei rappe nìd gschtùmme,LU (Luzern),LU
d1261-u125,CBri1261,irgend e fääler ùnd de hets ke firòòbe ggää bis me das gfunde het,LU (Luzern),LU
d1261-u127,CBri1261,jò dass scho,LU (Luzern),LU
d1261-u128,CBri1261,aber mer het aifech gwüsst es muss so sii,LU (Luzern),LU
d1261-u132,CBri1261,daas nììd,LU (Luzern),LU
d1261-u133,CBri1261,si hend erschtens d schpròòch nìd guet chönne si hend nìd so guet schwiizertütsch chönne,LU (Luzern),LU
d1261-u134,CBri1261,ùnd si sind seer schtil gsii,LU (Luzern),LU
d1261-u135,CBri1261,si sìnd sììch wi frömdi voorchoo unter üüs,LU (Luzern),LU
d1261-u136,CBri1261,ùnd si sìnd au nìd seer lang z lùzäärn plobe zwöi jòòr,LU (Luzern),LU
d1261-u137,CBri1261,die ainte sìnd de hüt mus me säge tùmmerwiis wiiter nòch frankriich,LU (Luzern),LU
d1261-u140,CBri1261,aso si sìnd wiiter aber wischi deet dùrab ab a d ggootasüür,LU (Luzern),LU
d1261-u142,CBri1261,wǜu d leereri het üs daas gsait d leereri het üüs gsait jez mǜmmer üüs wider verabschìde,LU (Luzern),LU
d1261-u143,CBri1261,ùnd s anderen ìsch dòò plobe,LU (Luzern),LU
d1261-u145,CBri1261,nai di phoole sìnd det abe jò,LU (Luzern),LU
d1261-u146,CBri1261,ùnd die vo riiga sìnd plobe,LU (Luzern),LU
d1261-u147,CBri1261,ùnd ais ìsch hüt nò z lùzäärn,LU (Luzern),LU
d1261-u149,CBri1261,s wo sìnd die gsii glaub letland vo,LU (Luzern),LU
d1261-u150,CBri1261,oder die hend det unde,LU (Luzern),LU
d1261-u151,CBri1261,bìs zum chriegsusbrùch ìsch das glaub ìch für die,LU (Luzern),LU
d1261-u152,CBri1261,ìch wais nìd was d eutere gschaffed hend,LU (Luzern),LU
d1261-u153,CBri1261,aber si sìnd seer guet situiirt gsii das het me gmèrkt,LU (Luzern),LU
d1261-u158,CBri1261,ane ainevirzg,LU (Luzern),LU
d1261-u159,CBri1261,um di ainevirzg ùnd s aint scho ane virzg,LU (Luzern),LU
d1261-u162,CBri1261,nai das wais ich äbe nǜmme die jòòreszaale,LU (Luzern),LU
d1261-u164,CBri1261,nai das wais ich äbe nǜmme genau wil,LU (Luzern),LU
d1261-u165,CBri1261,jò was hemmer deet nünedriissg,LU (Luzern),LU
d1261-u166,CBri1261,schüelerinne sìmmer gsii,LU (Luzern),LU
d1261-u167,CBri1261,ùnd es es ìsch aso seer früe gsii,LU (Luzern),LU
d1261-u168,CBri1261,ùnd mer hend,LU (Luzern),LU
d1261-u169,CBri1261,im hotel rüütli hets den en empfang ggää für so ùslandschwiizerfamili,LU (Luzern),LU
d1261-u170,CBri1261,de hem mir de denen üsi lieder gsunge so vo lozäärn ùf wäggis zue ùnd volkstänz güebt,LU (Luzern),LU
d1261-u171,CBri1261,überhaupt han ìch s gfüül d chìnd het me seer iibezòge,LU (Luzern),LU
d1261-u172,CBri1261,au fǜr s roote chrüz es het esoo gìps,LU (Luzern),LU
d1261-u173,CBri1261,chǜbeli ggää tassli,LU (Luzern),LU
d1261-u174,CBri1261,mit em schliz obe,LU (Luzern),LU
d1261-u175,CBri1261,ùnd de ìsch mer den mit dene vo huus zu huus ùnd het si vertailt,LU (Luzern),LU
d1261-u176,CBri1261,ùnd deet het me de gäld dri tòò,LU (Luzern),LU
d1261-u177,CBri1261,ùnd wens vol gsii ìsch sìnd si verschlage woorde,LU (Luzern),LU
d1261-u178,CBri1261,vermuetlìch a bim roote chrüz ùnd das gäld het me de pruucht fǜr d flǜchtlingsfamiline,LU (Luzern),LU
d1261-u180,CBri1261,jòò,LU (Luzern),LU
d1261-u182,CBri1261,schtil jò jò jò zrugg aifecht,LU (Luzern),LU
d1261-u184,CBri1261,si sìnd nìd integriirt gsii,LU (Luzern),LU
d1261-u186,CBri1261,aso ich bì i di eerscht klass choo,LU (Luzern),LU
d1261-u187,CBri1261,den de chrieg ìsch im september jò nünedriissg gsii,LU (Luzern),LU
d1261-u188,CBri1261,ùnd di sìnd im früelig choo das mus um di aso um,LU (Luzern),LU
d1261-u189,CBri1261,mer sìnd uf jedefal schoo,LU (Luzern),LU
d1261-u191,CBri1261,i de eerschte oder zwöite klass gsii,LU (Luzern),LU
d1261-u192,CBri1261,soo ìsch das gsii,LU (Luzern),LU
d1261-u194,CBri1261,nüüt,LU (Luzern),LU
d1261-u195,CBri1261,ggaar nüüt,LU (Luzern),LU
d1261-u198,CBri1261,nai s het aifech ghaisse si hend müesse dehaime,LU (Luzern),LU
d1261-u199,CBri1261,alles zrugglòò ùnd uufgää ùnd sìnd den aifech mit,LU (Luzern),LU
d1261-u200,CBri1261,das ìsch esoo,LU (Luzern),LU
d1261-u201,CBri1261,ùnd für üüs sìnd das aifacht aifach es isch schoo,LU (Luzern),LU
d1261-u202,CBri1261,e gwǜssne wùnder dòògsii,LU (Luzern),LU
d1261-u203,CBri1261,ùnd i de womer de wiiter a de schuel gsi sind hööcher ùnd eso di eerschte prìcht choo sìnd,LU (Luzern),LU
d1261-u204,CBri1261,vòò au vor allem vò jùde verfolgige,LU (Luzern),LU
d1261-u205,CBri1261,ìch ha jò au zwöi jǜdischi mitschüelerinne ghaa,LU (Luzern),LU
d1261-u206,CBri1261,ùnd bedi sind für üüs gsii wi alli andere,LU (Luzern),LU
d1261-u208,CBri1261,jò vo lùzäärn jò jò,LU (Luzern),LU
d1261-u209,CBri1261,ais vonen arztfamìli ais vomene raisende,LU (Luzern),LU
d1261-u210,CBri1261,ùnd die sìnd vo de beschte schüelerinne gsi,LU (Luzern),LU
d1261-u211,CBri1261,aber die heb,LU (Luzern),LU
d1261-u212,CBri1261,das sind für üüs ds ainzig ìsch gsii as si am samschtig hend mǜsse,LU (Luzern),LU
d1261-u213,CBri1261,asem ais het mǜsse d schueltheeke träägen am samschtig,LU (Luzern),LU
d1261-u214,CBri1261,as es nìd het dörffe mìtmache,LU (Luzern),LU
d1261-u215,CBri1261,aber si sìnd aifech i de klass gsèsse,LU (Luzern),LU
d1261-u216,CBri1261,soo ùnd di sind hüt aber baidi ais isch in israeel ùnd ais in nöijòrk,LU (Luzern),LU
d1261-u218,CBri1261,aber mir hend immer nò kontakt mitne,LU (Luzern),LU
d1261-u220,CBri1261,wo si verhüròòtet worde sind,LU (Luzern),LU
d1261-u222,CBri1261,us dem grund,LU (Luzern),LU
d1261-u224,CBri1261,nai nai,LU (Luzern),LU
d1261-u225,CBri1261,nanai das ìsch aifecht esoo uusus gsii deete,LU (Luzern),LU
d1261-u233,CBri1261,jòò den ich han emòl e fòtti gsee vò dem,LU (Luzern),LU
d1261-u234,CBri1261,karl von ossjefski dèsch glaub sogaar nobèlpriistrèèger gsii,LU (Luzern),LU
d1261-u235,CBri1261,di fòtti gseen ìch hüt nò,LU (Luzern),LU
d1261-u236,CBri1261,er ìsch gschtande natürlìch au,LU (Luzern),LU
d1261-u237,CBri1261,es mues scho im laager gsii si en uusdrùk,LU (Luzern),LU
d1261-u238,CBri1261,richtig är ìsch mir voorchoo wìn en gschuntne mönsch ùnd trozdem nìd pròche,LU (Luzern),LU
d1261-u242,CBri1261,ùnd es sind au die gränzǜbertrit gsii phoole wo choo sind,LU (Luzern),LU
d1261-u243,CBri1261,ùnd vor allem hitler göbels alli di nème,LU (Luzern),LU
d1261-u244,CBri1261,mussoliini das ìsch das isch immer diskutiirt woorde,LU (Luzern),LU
d1261-u245,CBri1261,ùnd ìch haa ìch waiss ìch bi öppe zwölfi gsii do het mer au ghört vo dère wiisse roose,LU (Luzern),LU
d1261-u246,CBri1261,di schtudänte,LU (Luzern),LU
d1261-u247,CBri1261,ùnd de han ich gfunde nai aso wen daas es so zuegòòt,LU (Luzern),LU
d1261-u248,CBri1261,ùnd miir isch dé de chrieriseppli z sin choo,LU (Luzern),LU
